time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,ground_station_distance,comm_range_status,velocity_total,acceleration_x,acceleration_y,acceleration_z,acceleration_total
0.0,7.693324017,180.0,11.032666899575,18.977746723333333,-104.03110700596432,26.45804724,269.3324017,-0.37877337030319097,0.05456503898279339,0.9144449544172248,0.13169592176999056,-8.499998216393578e-07,2.5000002068509275e-07,0.021750920540171137,0.0031987468529190337,0.002665941432877096,0.002132961999836749,6.4999966298273665e-06,-1.5000008346532923e-06,0.35455778428854523,289.9352377585909,0,0.03873825636961052,6.4999966298273665e-06,-1.5000008346532923e-06,0.35455778428854523,0.30084831248249044
0.2,7.733364852227746,180.59998222238025,11.032665812028972,18.97789172947027,-104.03110717596428,26.458047290000003,269.336751884108,-0.37877337030319097,0.05456503898279339,0.9144449544172248,0.13169592176999056,-8.499998216393578e-07,2.5000002068509275e-07,0.021750920540171137,0.0031987468529190337,0.002665941432877096,0.002132961999836749,6.4999966298273665e-06,-1.5000008346532923e-06,0.35455778428854523,289.9392788880775,0,0.03873825636961052,6.4999966298273665e-06,-1.5000008346532923e-06,0.35455778428854523,0.30084831248249044
0.3,7.753415725945041,180.89994000119998,11.032664381861498,18.97808241846683,-104.0311071959643,26.458047299999997,269.3424725540049,-0.37244591777483027,0.0879241021586279,0.8991647280420229,0.21226441632449508,-2.000001586566214e-07,9.999993721976355e-08,0.05720669896902565,0.0031987468529190337,0.002665941432877096,0.002132961999836749,6.4999966298273665e-06,-1.5000008346532923e-06,0.35455778428854523,289.9445930740081,0,0.03873825636961052,6.4999966298273665e-06,-1.5000008346532923e-06,0.35455778428854523,0.30084831248249044
0.5,7.793445679496521,181.4997222376539,11.03266281647612,18.97829113651721,-104.0311073359643,26.458047309999998,269.34873409551636,-0.38243985841702144,0.013651525360039978,0.9232922294809207,0.032937054049558975,-6.999999868639861e-07,5.000000413701855e-08,0.03130770755717549,0.004816975963958995,0.004014916510145171,0.0032124371963589402,-2.499999141036824e-06,-2.49999665413725e-07,-0.1294949570592508,289.9504097597765,0,0.03873825636961052,-2.499999141036824e-06,-2.49999665413725e-07,-0.1294949570592508,0.30084831248249044
0.6,7.8134775849042954,181.79952003839853,11.032661260701364,18.978498573151356,-104.03110734596427,26.458047309999998,269.35495719454065,-0.38268343236466806,7.422970741821642e-07,0.9238795325111121,3.0746951548270436e-07,-9.99997951112164e-08,0.0,0.062230990242824205,0.006214573614052555,0.005180192754151117,0.004145058560445501,6.000001917527699e-06,-5.000000413701856e-07,0.30923282685648723,289.9561907053522,0,0.0479068994157799,6.000001917527699e-06,-5.000000413701856e-07,0.30923282685648723,0.30084831248249044
0.81,7.855416992474858,182.42881919217493,11.032660147965728,18.978646937902873,-104.03110747596429,26.45804735,269.3594081370862,-0.37842711860607353,0.056916828605374496,0.9136078948264934,0.13738269554683394,-6.190477041032169e-07,1.9047620623626107e-07,0.021194964502531843,0.007810229626746138,0.006511011732255397,0.005210437678771718,-2.4716567094857158e-06,9.070295535060048e-07,-0.1954096463823445,289.9603254657641,0,0.037903547860399595,-2.4716567094857158e-06,9.070295535060048e-07,-0.1954096463823445,0.2903409502374056
0.9,7.8734120144890944,182.698380291575,11.032658627097673,18.97884972031024,-104.0311074859643,26.45804735,269.3654916093072,-0.3826834323646485,7.593363065312184e-07,0.923879532511104,3.1452739661408923e-07,-1.1111119925367856e-07,0.0,0.0675941357889719,0.009204890387110958,0.007674587837471577,0.006142188341420099,5.643738942772649e-06,-2.1164022915140128e-06,0.5155463476271119,289.96597673564196,0,0.03771378795484186,5.643738942772649e-06,-2.1164022915140128e-06,0.5155463476271119,0.3107798925322028
1.1,7.9132258976497525,183.29704301743396,11.032658267600615,18.978897653251344,-104.03110760596428,26.458047379999996,269.3669295975404,-0.37981148723918773,0.046795770588148475,0.916955466080305,0.11289846430163951,-5.999999075356752e-07,1.499999768839188e-07,0.007189941165961497,0.010796472550406794,0.009003048176670992,0.007206359381061825,-2.4444435414099823e-06,7.499998844195938e-07,-0.3020209731150519,289.9673126090117,0,0.03166947008765464,-2.4444435414099823e-06,7.499998844195938e-07,-0.3020209731150519,0.25058382040152605
1.2,7.9331240694612575,183.59616122861277,11.032657508627914,18.978998849611397,-104.03110771596428,26.45804741,269.36996548834196,-0.3792951544070539,0.05081137035609629,0.9157039496244274,0.12263632059096038,-1.100000019960136e-06,3.000000248221117e-07,0.030358908015841776,0.01216700608883882,0.010147567767107471,0.008123552517476196,-5.0000011242446145e-06,1.5000004793819312e-06,0.2316896684988031,289.9701328629397,0,0.033024590523142314,-5.0000011242446145e-06,1.5000004793819312e-06,0.2316896684988031,0.2195795601821498
1.4,7.9728499029737065,184.19390487759242,11.032655908157869,18.979212245617447,-104.03110772596429,26.45804741,269.37636736852335,-0.3826834323646913,7.215694758899605e-07,0.9238795325111216,2.98883863154675e-07,-5.000003966415535e-08,0.0,0.03200940090692939,0.013753082086218518,0.011472839222933268,0.009186089824206331,5.249999901479904e-06,-1.500000124110559e-06,0.008252464455438086,289.97607995161025,0,0.0232518839479698,5.249999901479904e-06,-1.500000124110559e-06,0.008252464455438086,0.1257102544373227
1.5,7.9926679091990795,184.49250374910727,11.032655208893702,18.979305480839606,-104.0311078759643,26.45804744,269.37916442518815,-0.3808185954035452,0.03773336780130886,0.9193823009079203,0.09104710388859474,-1.5000000530562817e-06,3.0000002482211104e-07,0.02797056664803674,0.015138107537991505,0.012630834976006724,0.01011498151779184,-1.450000013392125e-05,3.0000002482211075e-06,-0.040388342588926485,289.9786783655832,0,0.03307764029469682,-1.450000013392125e-05,3.0000002482211075e-06,-0.040388342588926485,0.14048229986936547
1.7,8.032193803591676,185.08908923171782,11.032654272363558,18.979430351525615,-104.03110800596428,26.458047460000003,269.3829105457685,-0.3815680980437391,0.0291958227480168,0.9211893223370243,0.07045298362456838,-6.499999471998309e-07,1.0000000827403713e-07,0.018730602901655406,0.016717250008114342,0.013952089296938464,0.011175460090854666,4.250000529282255e-06,-1.0000000827403697e-06,-0.046199818731906685,289.98215842091685,0,0.030696670891702048,4.250000529282255e-06,-1.0000000827403697e-06,-0.046199818731906685,0.13200902807096176
