time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,ground_station_distance,comm_range_status,velocity_total,acceleration_x,acceleration_y,acceleration_z,acceleration_total
0.0,7.693324017,180.0,11.032666899575,18.977746723333333,-91.90675135298217,18.45804724,269.3324017,-0.37877337092034535,0.054565034698701456,0.9144449559071933,0.13169591142423223,-8.499998926936314e-07,2.5000002068509275e-07,0.021750920540171137,0.0031987468529190337,0.002665941432877096,0.002132961999836749,6.499998761455574e-06,-1.5000008346532923e-06,0.35455778428854523,285.1797556939537,0,0.03873825636961052,6.499998761455574e-06,-1.5000008346532923e-06,0.35455778428854523,0.30084831248249044
0.2,7.733364852227746,180.59998222238025,11.032665812028972,18.97789172947027,-91.90675152298215,18.458047290000003,269.336751884108,-0.37877337092034535,0.054565034698701456,0.9144449559071933,0.13169591142423223,-8.499998926936314e-07,2.5000002068509275e-07,0.021750920540171137,0.0031987468529190337,0.002665941432877096,0.002132961999836749,6.499998761455574e-06,-1.5000008346532923e-06,0.35455778428854523,285.18386420123534,0,0.03873825636961052,6.499998761455574e-06,-1.5000008346532923e-06,0.35455778428854523,0.30084831248249044
0.3,7.753415725945041,180.89994000119998,11.032664381861498,18.97808241846683,-91.90675154298215,18.458047299999997,269.3424725540049,-0.3724459052803372,0.08792415508520149,0.8991646978775676,0.21226454410288592,-2.0000001654807425e-07,9.999993721976355e-08,0.05720669896902565,0.0031987468529190337,0.002665941432877096,0.002132961999836749,6.499998761455574e-06,-1.5000008346532923e-06,0.35455778428854523,285.1892669979314,0,0.03873825636961052,6.499998761455574e-06,-1.5000008346532923e-06,0.35455778428854523,0.30084831248249044
0.5,7.793445679496521,181.4997222376539,11.03266281647612,18.97829113651721,-91.90675168298215,18.458047309999998,269.34873409551636,-0.38243985841702144,0.013651525360039978,0.9232922294809207,0.032937054049558975,-6.999999868639861e-07,5.000000413701855e-08,0.03130770755717549,0.004816975963958995,0.004014916510145171,0.0032124371963589402,-2.4999998515795596e-06,-2.49999665413725e-07,-0.1294949570592508,285.1951806645279,0,0.03873825636961052,-2.4999998515795596e-06,-2.49999665413725e-07,-0.1294949570592508,0.30084831248249044
0.6,7.8134775849042954,181.79952003839853,11.032661260701364,18.978498573151356,-91.90675169298214,18.458047309999998,269.35495719454065,-0.38268343236466806,7.422981290519132e-07,0.9238795325111121,3.074699524240609e-07,-9.999993721976355e-08,0.0,0.062230990242824205,0.006214573614052555,0.005180192754151117,0.004145058560445501,6.000000496442228e-06,-5.000000413701856e-07,0.30923282685648723,285.20105799685683,0,0.0479068994157799,6.000000496442228e-06,-5.000000413701856e-07,0.30923282685648723,0.30084831248249044
0.81,7.855416992474858,182.42881919217493,11.032660147965728,18.978646937902873,-91.90675182298214,18.45804735,269.3594081370862,-0.3784271177318747,0.056916834417723924,0.9136078927159622,0.13738270958206533,-6.190476364324801e-07,1.9047620623626107e-07,0.021194964502531843,0.007810229626746138,0.006511011732255397,0.005210437678771718,-2.471655710536745e-06,9.070295535060048e-07,-0.1954096463823445,285.2052616881173,0,0.037903547860399595,-2.471655710536745e-06,9.070295535060048e-07,-0.1954096463823445,0.2903409502374056
0.9,7.8734120144890944,182.698380291575,11.032658627097673,18.97884972031024,-91.90675183298215,18.45804735,269.3654916093072,-0.3826834323646485,7.593363065312184e-07,0.923879532511104,3.1452739661408923e-07,-1.1111119925367856e-07,0.0,0.0675941357889719,0.009204890387110958,0.007674587837471577,0.006142188341420099,5.643738190875574e-06,-2.1164022915140128e-06,0.5155463476271119,285.2110071760695,0,0.03771378795484186,5.643738190875574e-06,-2.1164022915140128e-06,0.5155463476271119,0.3107798925322028
1.1,7.9132258976497525,183.29704301743396,11.032658267600615,18.978897653251344,-91.90675195298215,18.458047379999996,269.3669295975404,-0.37981148789059815,0.04679576530106549,0.916955467652999,0.11289845152829908,-5.999999785899488e-07,1.499999768839188e-07,0.007189941165961497,0.010796472550406794,0.009003048176670992,0.007206359381061825,-2.44444389668135e-06,7.499998844195938e-07,-0.3020209731150519,285.21236531475205,0,0.03166947008765464,-2.44444389668135e-06,7.499998844195938e-07,-0.3020209731150519,0.2505838204015261
1.2,7.9331240694612575,183.59616122861277,11.032657508627914,18.978998849611397,-91.90675206298215,18.45804741,269.36996548834196,-0.3792951544070539,0.05081137035609629,0.9157039496244274,0.12263632059096038,-1.100000019960136e-06,3.000000248221117e-07,0.030358908015841776,0.01216700608883882,0.010147567767107471,0.008123552517476196,-5.000000413701879e-06,1.5000004793819312e-06,0.2316896684988031,285.21523258084727,0,0.03302459052314231,-5.000000413701879e-06,1.5000004793819312e-06,0.2316896684988031,0.2195795601821499
1.4,7.9728499029737065,184.19390487759242,11.032655908157869,18.979212245617447,-91.90675207298214,18.45804741,269.37636736852335,-0.3826834323646913,7.215684504788751e-07,0.9238795325111216,2.9888343841549647e-07,-4.9999968609881775e-08,0.0,0.03200940090692939,0.013753082086218518,0.011472839222933268,0.009186089824206331,5.250000256751272e-06,-1.500000124110559e-06,0.008252464455438086,285.2212788125319,0,0.0232518839479698,5.250000256751272e-06,-1.500000124110559e-06,0.008252464455438086,0.12571025443732278
1.5,7.9926679091990795,184.49250374910727,11.032655208893702,18.979305480839606,-91.90675222298215,18.45804744,269.37916442518815,-0.3808185954035452,0.03773336780130886,0.9193823009079203,0.09104710388859474,-1.5000000530562817e-06,3.0000002482211104e-07,0.02797056664803674,0.015138107537991505,0.012630834976006724,0.01011498151779184,-1.4500000844463986e-05,3.0000002482211075e-06,-0.040388342588926485,285.22392053592995,0,0.03307764029469682,-1.4500000844463986e-05,3.0000002482211075e-06,-0.040388342588926485,0.14048229986936556
1.7,8.032193803591676,185.08908923171782,11.032654272363558,18.979430351525615,-91.90675235298215,18.458047460000003,269.3829105457685,-0.38156809828343075,0.029195819615423262,0.9211893229156958,0.07045297605830395,-6.500000182541045e-07,1.0000000827403713e-07,0.018730602901655406,0.016717250008114342,0.013952089296938464,0.011175460090854666,4.250000174010887e-06,-1.0000000827403697e-06,-0.046199818731906685,285.2274585979013,0,0.030696670891702055,4.250000174010887e-06,-1.0000000827403697e-06,-0.046199818731906685,0.13200902807096188
1.8,8.051944571032259,185.38704932800138,11.032652864395484,18.979618080602037,-91.90675236298215,18.458047460000003,269.3885424180611,-0.38268343236457486,8.202236348071593e-07,0.9238795325110735,3.3974775376256847e-07,-9.999993721976343e-08,0.0,0.05631872292610746,0.018095585712151606,0.015106208324197401,0.01210236466036499,5.500000810343406e-06,-1.0000000827403704e-06,0.3758812002445202,285.2327776257028,0,0.035619672208242456,5.500000810343406e-06,-1.0000000827403704e-06,0.3758812002445202,0.20669922777133007
2.0,8.091260993892764,185.98223801800413,11.032651941692434,18.979741107675473,-91.90675246298214,18.458047479999998,269.39223323026414,-0.3808198044700499,0.03772116106921616,0.9193828036008026,0.0910420286137731,-4.99999970315912e-07,9.999997274690034e-08,0.01845406101523395,0.019666373533383387,0.01642261976929318,0.01316036032247081,-2.0000001654807437e-06,4.999998637345018e-07,-0.1893233095543676,285.2362634551484,0,0.033660517276295134,-2.0000001654807437e-06,4.999998637345018e-07,-0.1893233095543676,0.23707117418111082
2.1,8.11089875640233,186.27944015899064,11.032650526082247,18.979929855700437,-91.90675247298215,18.45804749,269.3978956710131,-0.3535531044147922,0.14644730030078829,0.8535533240827944,0.3535535511637322,-1.0000007932831058e-07,1.0000000827403701e-07,0.056624407489493885,0.02103677908058616,0.017572140783913764,0.014084907018436704,3.999998909876011e-06,3.552713666889097e-13,0.381703464742599,285.2416113740125,0,0.04127632805173562,3.999998909876011e-06,3.552713666889097e-13,0.381703464742599,0.305100939933328
2.3,8.149970353364552,186.87299398884537,11.032649617342646,18.980051020980582,-91.90675258298215,18.4580475,269.40153062941744,-0.3822896963466191,0.0173550440567127,0.9229302368847306,0.04187085330984048,-5.50000009980068e-07,5.0000004137018616e-08,0.01817479202173902,0.022617123875448862,0.018899162135076274,0.015153129355953327,-2.24999965325879e-06,-2.5000002068509227e-07,-0.1922480773387746,285.24504446762035,0,0.033283691200179204,-2.24999965325879e-06,-2.5000002068509227e-07,-0.1922480773387746,0.268452431425137
2.4,8.169477368805234,187.16931929764107,11.032648197101226,18.980240386503215,-91.90675260298215,18.4580475,269.40721159509644,-0.3826834323630655,1.6262721184487575e-06,0.9238795325104482,6.736239676146133e-07,-2.0000001654807401e-07,0.0,0.05680965679005107,0.023978365993324265,0.02004336672384288,0.01607494837202353,3.499999934319937e-06,-5.000000413701857e-07,0.3863486476831202,285.250409905022,0,0.035540993015900704,3.499999934319937e-06,-5.000000413701857e-07,0.3863486476831202,0.26033228380872064
2.61,8.210200088920079,187.79054958741378,11.032647338435446,18.98035487527386,-91.90675268298214,18.4580475,269.4106462582159,-0.38268343227648605,1.0759476694545265e-05,0.923879532474586,4.456721170109918e-06,-3.809523448017856e-07,0.0,0.01635553866397762,0.02552821249849898,0.021347627815169735,0.01712670982213937,-8.616777535891031e-07,0.0,-0.19263865774320696,285.2536538302579,0,0.03094994238083299,-8.616777535891031e-07,0.0,-0.19263865774320696,0.18792017515366857
2.7,8.2275961024729,188.0563308041621,11.03264666927262,18.980444096984126,-91.90675276298215,18.45804751,269.41332290952374,-0.38194307765533797,0.023792749223622338,0.9220938742268951,0.05741321824096955,-8.888889624358824e-07,1.111111203044853e-07,0.029740570087394797,0.02687906616102201,0.022485800887459863,0.018045432442998215,-5.643740195934388e-06,1.2345680033831658e-06,0.1487225713713015,285.2561818479464,0,0.03508778885421122,-5.643740195934388e-06,1.2345680033831658e-06,0.1487225713713015,0.15986029991582423
2.9,8.266105017613537,188.64590342175129,11.032644985814903,18.980668558012887,-91.90675279298215,18.45804751,269.42005674038654,-0.38268343236184815,2.0579950899344843e-06,0.923879532509944,8.524494775889841e-07,-1.4999997688391907e-07,0.0,0.03366915431399779,0.028435326404333855,0.023798837840007237,0.019106475218627284,3.6944449277598213e-06,-5.555556015224272e-07,0.019642921133015006,285.26254170645126,0,0.027879825807752185,3.6944449277598213e-06,-5.555556015224272e-07,0.019642921133015006,0.09982312546116678
3.0,8.285279844750933,188.94011988577776,11.032644014214293,18.980798104760844,-91.90675287298214,18.45804752,269.4239431428254,-0.3819433445182554,0.023788464048834435,0.9220939842445579,0.05741145161379795,-7.999999240837489e-07,1.0000000827403701e-07,0.0388640243886584,0.029755250708852033,0.024913992578495005,0.02000860119694966,-6.499999471998293e-06,1.000000082740369e-06,0.051948700746606034,285.2662123009565,0,0.037672105745801585,-6.499999471998293e-06,1.000000082740369e-06,0.051948700746606034,0.16028894236549124
