time,position_x,position_y,position_z,ground_station_distance,comm_range_status,wind_speed,wind_angle,battery_voltage,battery_current,velocity_x,velocity_y,velocity_z,velocity_total,acceleration_x,acceleration_y,acceleration_z,acceleration_total,angular_x,angular_y,angular_z,orientation_w,orientation_x,orientation_y,orientation_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
0.0,-103.83976528978177,26.266705523817453,269.3324017,289.84923543111523,0,7.693324017,180.0,11.032666899575,18.977746723333333,-0.01085759626370475,-0.01083539898791841,0.012359152323995204,0.03357616913208832,-0.10897811990915335,-0.10793126542285597,0.2606566705736669,0.25734475782536304,2012734146494502.5,0.0,-6957566354689.6,0.3604443002662191,0.3073911567219267,0.12714137373669965,-0.871450316575246,-0.10897811990915335,-0.10793126542285597,0.2606566705736669
0.2,-103.84193680903451,26.26453844401987,269.3348735304648,289.8521138780954,0,7.733346068691314,180.59998222238025,11.032666281617383,18.97782911768216,-0.01085759626370475,-0.01083539898791841,0.012359152323995204,0.03357616913208832,-0.10897811990915335,-0.10793126542285597,0.2606566705736669,0.25734475782536304,2012734146494502.5,0.0,-6957566354689.6,0.3604443002662191,0.3073911567219267,0.12714137373669965,-0.871450316575246,-0.10897811990915335,-0.10793126542285597,0.2606566705736669
0.3,-103.84411234985997,26.26237559146685,269.3387160124029,289.8562678029362,0,7.753378160529021,180.89994000119998,11.032665320996898,18.97795720041343,-0.021755408254620082,-0.021628525530204005,0.03842481938136189,0.03357616913208832,-0.10897811990915335,-0.10793126542285597,0.2606566705736669,0.25734475782536304,2012734146494502.5,0.0,-6957566354689.6,0.3436135582257915,0.40087064741115874,0.16535969691716934,-0.8329997702778981,-0.10897811990915335,-0.10793126542285597,0.2606566705736669
0.5,-103.84629213428371,26.26021705385371,269.3430996973098,289.8609265567015,0,7.793389335514455,181.4997222376539,11.032664225075672,18.97810332324366,-0.010898922118727228,-0.010792688065688338,0.0219184245344195,0.03357616913208832,0.05428243067946427,0.05417918732257833,-0.08253197423471195,0.25734475782536304,2012734146494502.5,0.0,-6957566354689.6,0.33741248656741046,0.42714425493899005,0.1757047700283308,-0.820261198137705,0.05428243067946427,0.05417918732257833,-0.08253197423471195
0.6,-103.84847586424033,26.258062868780605,269.3474454367244,289.8655518826543,0,7.813402467326133,181.79952003839853,11.03266313864082,18.978248181224146,-0.02183729956612979,-0.021541850731061633,0.043457394145889346,0.0412069210916176,-0.10938377447402564,-0.10749162665373296,0.2153896961146985,0.25734475782536304,2012734146494502.5,0.0,-6957566354689.6,0.336981998713712,0.425649170052305,0.1746138570499282,-0.8214474526729285,-0.10938377447402564,-0.10749162665373296,0.2153896961146985
0.81,-103.85066374157459,26.25591313375148,269.35001968225174,289.8685330229587,0,7.855323107926513,182.42881919217493,11.032662495079437,18.97833398940839,-0.010418463496499776,-0.010236833472023116,0.012258312034960212,0.034470809566757084,0.054375409855380995,0.053833415519231015,-0.14856705767109105,0.24926014463952967,2012734146494502.5,0.0,-6957566354689.6,0.35577822671800285,0.31659917335663396,0.12951185023167455,-0.8697203559034694,0.054375409855380995,0.053833415519231015,-0.14856705767109105
0.9,-103.85285547804244,26.253767816173035,269.35422728558433,289.87303370976565,0,7.873299371251866,182.698380291575,11.032661443178604,18.978474242852812,-0.024352627420556584,-0.023836861982731414,0.04675114813987119,0.03567857661165435,-0.15482404360063126,-0.15111142789675894,0.383253734499011,0.2679872001661363,2012734146494502.5,0.0,-6957566354689.6,0.336695774985487,0.41971943429275493,0.17122790793450485,-0.8253196684486955,-0.15482404360063126,-0.15111142789675894,0.383253734499011
1.1,-103.85505125531205,26.25162703335367,269.3537903985242,289.8732205554592,0,7.913094505659592,183.29704301743396,11.032661552400368,18.97845967995081,-0.010978886348027569,-0.01070391409681903,-0.0021844353005917574,0.030509508967505795,0.06686870536264505,0.0656647394295619,-0.24467791720231466,0.23399176299006533,2074770065831553.2,0.0,-3440788090477.2773,0.3758751147529437,-0.06548541467373312,-0.026639769205294154,-0.9239696322234617,0.06686870536264505,0.0656647394295619,-0.24467791720231466
1.2,-103.85725090496493,26.249490802502464,269.35495257300516,289.87489509878804,0,7.93297394030789,183.59616122861277,11.032661261856749,18.97849841910017,-0.021996496528800008,-0.021362308512067357,0.01162174480953128,0.03310021820764878,-0.11017610180772454,-0.10658394415248341,0.13806180110123056,0.2412643477905322,2074770065831553.2,0.0,-3440788090477.2773,0.3697664159580924,0.1669424392496115,0.06772385361525117,-0.9114913599472004,-0.11017610180772454,-0.10658394415248341,0.13806180110123056
1.4,-103.85945428849698,26.247359140728097,269.359482061114,289.879700364131,0,7.972681049899613,184.19390487759242,11.032660129484722,18.978649402037135,-0.0110169176602426,-0.010658308871835944,0.022647440544290024,0.025123517808135525,0.05489789434278706,0.053519998201157076,0.05512847867379373,0.16857428292151613,2074770065831553.2,0.0,-3440788090477.2773,0.3312715940738575,0.43454985983119576,0.17579961886732884,-0.8188528831765541,0.05489789434278706,0.053519998201157076,0.05512847867379373
1.5,-103.86166159731954,26.245232155037833,269.3604082151129,289.8811592263978,0,7.992480347098327,184.49250374910727,11.032659897946221,18.978680273837096,-0.022073088225624794,-0.021269856902641476,0.009261539988756331,0.031733545792620055,-0.11056170565382185,-0.10611548030805522,-0.1338590055553368,0.1804599537622739,2074770065831553.2,0.0,-3440788090477.2773,0.37008863005490406,0.13556779097815438,0.05468807414036494,-0.9174230182964702,-0.11056170565382185,-0.10611548030805522,-0.1338590055553368
1.7,-103.8638726227605,26.243109852336488,269.3622850874611,289.88350328788545,0,8.031987549008603,185.08908923171782,11.032659428728135,18.978742836248703,-0.0110551272047843,-0.010611513506724181,0.00938436174095614,0.02874137166999833,0.055089805104202486,0.053291716979586484,0.0006141087609990403,0.17157364605739522,2074770065831553.2,0.0,-3440788090477.2773,0.3592095756634312,0.2516991624341417,0.10125146650696668,-0.8929524919679871,0.055089805104202486,0.053291716979586484,0.0006141087609990403
1.8,-103.86608721606531,26.240992269425384,269.3660495308367,289.8876030269464,0,8.051719642160014,185.38704932800138,11.03265848761729,18.978868317694555,-0.02214593304813659,-0.02117582911104419,0.03764443375587231,0.0330317054347692,-0.11090805843352282,-0.1056431560432,0.28260072014916143,0.2180339811085202,2074770065831553.2,0.0,-3440788090477.2773,0.33624911494191234,0.39850702540369587,0.15986437461143863,-0.8381957200646949,-0.11090805843352282,-0.1056431560432,0.28260072014916143
